Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TRADE_OFF,500,20795.423,3.8432,2968.4378,0.4848,114.1039,0.0186,6316,5412,85.6871,14.0595,0,0.2533,904,888,0,16,0,2879,2490,1384,1183,2053,1739,12709.0,3218.0,12709.0,27107.299999996496,0.0,0.0,748.264573856671,0.1296,0.0022,0.0877,0.1362,202.2967,174.9567,164.3033,197.9684,185.4157,189.7303,175.9282,199.897,172.9073,169694078765380170000,313088706209188540,26935568057996852,62638837713425250000,3479935428523625000,9397918884267098000,391579953511129090,97657322167687820000,195314644335375648,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,600,26429.7615,4.0027,4182.6876,0.5657,342.0038,0.0463,7598,6603,86.9044,12.7402,0,0.3554,995,968,0,27,0,3190,2802,1546,1323,2862,2478,15399.0,3697.0,15399.0,38490.19999999793,0.0,0.0,757.0826494791271,0.1877,0.0147,0.1352,0.1949,203.6055,175.5302,164.8128,199.3207,186.7679,191.0351,177.2329,201.1782,173.3967,229377448534016600000,357285745380088130,30288848347288604,85519761936898200000,4751097885383233500,12691269037387866000,528802876557827780,131166417559730540000,218610695932884224,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,700,32153.4837,4.3078,4919.3291,0.5856,2351.7696,0.2799,8850,7464,84.339,15.4011,0,0.2599,1386,1363,0,23,0,3464,2896,1701,1444,3685,3124,17903.0,4212.0,17903.0,43931.649999999616,0.0,0.0,763.3428962925191,0.2,0.0344,0.1618,0.2056,203.836,175.1319,164.3759,199.3562,186.8034,192.4809,178.6788,201.3973,172.9463,241878290911904400000,325981524140032900,27389683038376672,86221410838370710000,4790078379909484500,17704650609124237000,737693775380176510,137952229464409460000,197074613520584928,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,800,42250.761,4.9701,5479.9346,0.5797,8206.9385,0.8682,10110,8501,84.0851,15.4105,0,0.5045,1609,1558,0,51,0,3762,3183,1834,1551,4514,3767,20145.0,4431.0,20145.0,45969.45000000032,0.0,0.0,772.9292399852484,0.198,0.0498,0.14,0.2031,203.7693,174.5162,163.7364,199.3848,186.832,191.3719,177.5698,201.389,172.3581,238195129096525050000,282892077311787488,23639850049277992,86791196729463770000,4821733151636876300,13714864189204780000,571452674550199100,137689068177856530000,172111335222320672,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,900,53324.5604,5.6566,6300.6981,0.5993,15321.312,1.4574,11386,9427,82.7947,16.5466,0,0.6587,1959,1884,0,75,0,4056,3375,2020,1668,5310,4384,22744.0,4995.0,22744.0,53164.950000002835,0.0,0.0,774.0353742407426,0.2007,0.0699,0.1706,0.2041,204.1236,174.3831,163.5755,199.6339,187.0812,191.7278,177.9257,201.8081,172.2656,258439270597494180000,274351667300949248,22780015037240564,91915715072577320000,5106428615143184400,14885956318678745000,620248179944947710,151637599206238100000,168486221340264544,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,71043.2638,6.6124,6985.8771,0.5925,27245.9655,2.3109,12652,10744,84.9194,14.2033,0,0.8773,1908,1797,0,111,0,4320,3634,2122,1821,6210,5289,25471.0,5420.0,25471.0,58115.700000005156,0.0,0.0,778.8942367332756,0.2244,0.0651,0.1793,0.2284,204.0511,173.8724,163.0463,199.3189,186.7662,192.1,178.2979,201.8315,171.8315,254159591549992960000,243915155038380960,20166594584622152,85484831424210470000,4749157301345026000,16218009853092448000,675750410545518720,152456750272690060000,152456750272690048,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,100,3889.0818,3.5549,537.8535,0.4338,22.3916,0.0181,1260,1094,86.8254,12.619,0,0.5556,166,159,0,7,0,484,422,418,361,358,311,2412.0,484.0,2412.0,3044.950000000012,0.0,0.0,924.0096391539171,0.0456,0,0.0182,0.0604,191.876,170.3531,160.8965,184.5077,171.955,183.8472,170.0451,190.0665,170.0665,15402812874138431000,108470513198157968,12292747704819180,2823378467017661400,156854359278758976,2425067886439772200,101044495268323840,10154366520680997000,101543665206809968,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,200,8677.4707,3.9389,1789.4224,0.7256,41.8039,0.017,2534,2203,86.9376,12.7072,0,0.3552,331,322,0,9,0,687,596,733,646,1114,961,4854.0,691.0,4854.0,13309.349999999778,0.0,0.0,921.9211390965099,0.2009,0.0011,0.0681,0.2348,197.8921,174.0539,163.8677,192.4957,179.943,189.0547,175.2526,195.5313,172.521,61547020665011570000,254326531673601536,24365408022569900,17765150578426855000,986952809912603140,8043920608896821200,335163358704034240,35737949477687900000,178689747388439488,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,300,12914.2178,3.9075,2481.3453,0.671,59.2186,0.016,3804,3305,86.8822,12.8812,0,0.2366,499,490,0,9,0,846,733,943,831,2015,1741,7339.0,849.0,7339.0,13769.099999999797,0.0,0.0,927.471412857237,0.18,0,0.0499,0.2012,197.3265,171.9863,161.5344,191.0502,178.4975,187.9081,174.106,195.4554,170.6842,54032316855897490000,157989230572799680,14237764652410406,12735662869600924000,707536826088940160,6177430101958621200,257392920914942560,35119223884337943000,117064079614459808,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,400,16948.9503,3.9965,3739.8469,0.7659,81.5597,0.0167,5042,4241,84.1134,15.7081,0,0.1785,801,792,0,9,0,1068,926,1003,840,2971,2475,9794.0,1073.0,9794.0,17252.59999999895,0.0,0.0,924.3723992497511,0.1826,0.0022,0.049,0.1987,198.0371,171.5828,161.0179,192.5113,179.9586,187.2302,173.428,196.0769,170.0563,63636321173837270000,143973577316373904,12641303371838948,17829317487508492000,990517638194916220,5284640917478473700,220193371561603072,40522362768850305000,101305906922125760,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,500,24050.5404,4.3334,6114.2416,0.9948,101.2047,0.0165,6332,5550,87.65,11.9551,0,0.3948,782,757,0,25,0,1240,1097,1127,995,3965,3458,12343.0,1251.0,12343.0,33833.49999999684,0.0,0.0,927.7245838546801,0.3067,0.0005,0.0885,0.3282,200.102,172.762,162.101,194.5526,181.9999,189.5582,175.756,198.1168,171.1271,102376089904017150000,188885774730658944,16221849137064990,28527540121682715000,1584863340093484030,9032661052606819300,376360877191950780,64815888729727615000,129631777459455232,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,600,26918.8541,4.2008,6590.4718,0.9053,283.8812,0.039,7570,6408,84.6499,14.9934,0,0.3567,1162,1135,0,27,0,1224,1065,1216,1047,5130,4296,14762.0,1229.0,14762.0,30106.099999995487,0.0,0.0,935.3191555922962,0.2544,0.0272,0.0759,0.2684,199.1934,171.118,160.4116,192.8163,180.2636,189.1556,175.3535,197.4577,169.6762,83049126687355110000,129360010416440976,10994059662080370,19126432357568830000,1062579575420490620,8233115435935875100,343046476497328130,55689578893850400000,92815964823084000,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,700,35057.2143,4.7215,8837.593,1.054,2568.3323,0.3063,8848,7425,83.9173,15.8115,0,0.2712,1423,1399,0,24,0,1315,1124,1328,1146,6205,5155,17162.0,1327.0,17162.0,41803.34999999852,0.0,0.0,940.0141587817225,0.3129,0.0107,0.1024,0.3279,200.7386,172.0345,161.278,194.703,182.1503,189.4758,175.6737,199.0386,170.5877,118537969239754740000,159754675525275936,13421418618631650,29532408071650525000,1640689337313917950,8863006673561416700,369291944731725700,80142554494542790000,114489363563632560,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,800,43288.8369,5.2401,9139.6363,0.9789,7941.7643,0.8506,10108,8261,81.7273,17.9264,0,0.3463,1847,1812,0,35,0,1428,1181,1418,1190,7262,5890,19388.0,1441.0,19388.0,41996.799999999115,0.0,0.0,939.085325547819,0.2816,0.0206,0.0873,0.2933,200.7914,171.5382,160.7529,194.8652,182.3125,190.0233,176.2212,198.9915,169.9606,119987320923345700000,142502756441028144,11892885412166290,30656457582031266000,1703136532335070210,10053823374616844000,418909307275701820,79277039966697590000,99096299958371984,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,900,54997.7004,6.0318,11249.9009,1.0811,15108.0972,1.4519,11372,9118,80.1794,19.293,0,0.5276,2254,2194,0,60,0,1394,1174,1546,1228,8432,6716,21726.0,1408.0,21726.0,52153.70000000242,0.0,0.0,946.068857871021,0.3208,0.0268,0.1036,0.3325,201.2377,171.4972,160.6928,195.2974,182.7446,189.5846,175.7825,199.5436,170.0012,132976279646299390000,141163778817727584,11729406337329046,33863814630381910000,1881323035021217020,9087819065548693500,378659127731195580,90024645950368800000,100027384389298656,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,72537.8042,6.9916,13481.9745,1.1563,25913.6829,2.2224,12668,10375,81.8993,17.5324,0,0.5684,2293,2221,0,72,0,1486,1268,1749,1478,9433,7629,24264.0,1497.0,24264.0,65255.900000006026,0.0,0.0,946.1960275061936,0.3543,0.029,0.1651,0.3647,202.2875,172.1088,161.2714,195.7538,183.201,192.4038,178.6017,200.5814,170.5814,169335078501664060000,162509672266472224,13401003363537834,37616332585281946000,2089796254737885950,17393355132623348000,724723130525972860,114325390783758780000,114325390783758784,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,100,4031.5706,3.619,433.8239,0.3473,28.5391,0.0228,1264,1114,88.1329,11.5506,0,0.3165,150,146,0,4,0,872,772,237,209,155,133,2485.0,872.0,2485.0,3995.3500000000417,0.0,0.0,876.8779808432115,0.0278,0,0.0116,0.0367,195.6008,174.0779,164.597,191.2992,178.7465,180.0886,166.2865,193.3858,173.3858,36314093669798953000,255733054012668672,28820709261745200,13487083349275697000,749282408293094270,1020617081313186560,42525711721382776,21806393239210070000,218063932392100704,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,200,8674.7786,3.8401,1301.2306,0.5262,55.0972,0.0223,2522,2259,89.5718,10.23,0,0.1983,263,258,0,5,0,1562,1401,417,376,543,482,4950.0,1573.0,4950.0,12903.299999999963,0.0,0.0,827.1071829726229,0.1094,0.0011,0.0317,0.1285,199.9852,176.147,165.9763,196.0524,183.4997,184.4609,170.6588,197.526,174.5157,99659036385403370000,411814199939683330,39594372818992200,40294328164950065000,2238573786941670400,2793142879826210800,116380953326092112,56571565340627090000,282857826703135456,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,300,12556.5851,3.8294,1922.2231,0.5216,81.4872,0.0221,3800,3279,86.2895,13.3947,0,0.3158,521,509,0,12,0,2149,1845,587,519,1064,915,7445.0,2187.0,7445.0,15045.499999999724,0.0,0.0,807.9048995178371,0.1006,0.0048,0.0392,0.1112,200.1408,174.8005,164.3532,195.6383,183.0856,185.4932,171.6911,198.0018,173.2306,103294292398714950000,302030094733084610,27247241466292520,36629406380310397000,2034967021128355330,3542614287213975600,147608928633915648,63122271731190570000,210407572437301888,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,400,17207.3366,3.9548,3258.6558,0.6633,110.057,0.0224,5060,4352,86.0079,13.7945,0,0.1976,708,698,0,10,0,2702,2340,658,568,1700,1444,9985.0,2831.0,9985.0,25360.849999997692,0.0,0.0,798.4691285812768,0.1484,0.0312,0.0526,0.1594,202.4935,176.0393,165.4606,198.47,185.9173,187.6177,173.8156,200.0637,174.0431,177562255474947060000,401724559898070270,35160842668306348,70307643091519906000,3905980171751106000,5777963005888114700,240748458578671456,101476649377539060000,253691623443847648,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,500,21754.9015,3.9779,3936.1514,0.6414,131.0213,0.0213,6316,5469,86.5896,13.0937,0,0.3167,847,827,0,20,0,3084,2691,824,726,2408,2052,12467.0,3214.0,12467.0,27490.199999996596,0.0,0.0,797.3842135832986,0.1618,0.0055,0.0547,0.1725,202.3461,175.0061,164.354,198.1109,185.5582,187.7884,173.9863,200.0388,173.0491,171635267832275800000,316670235852907390,27252344844756400,64727351099681920000,3595963949982328800,6009546169361152000,250397757056714656,100898370563232730000,201796741126465440,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,600,26773.6333,4.1007,5572.5549,0.7574,301.818,0.041,7586,6529,86.0664,13.7754,0,0.1582,1057,1045,0,12,0,3375,2939,958,820,3253,2770,14996.0,3578.0,14996.0,37821.6999999973,0.0,0.0,807.473020713171,0.1916,0.0227,0.0775,0.2013,203.6208,175.5454,164.8264,199.402,186.8493,189.6263,175.8242,201.2669,173.4854,230185359641346600000,358544173896178500,30383495200811324,87137186363698430000,4840954797983246300,9175522489465164800,382313437061048510,133872650788183020000,223121084646971680,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,700,33382.8214,4.4046,5903.3618,0.6978,2617.6964,0.3094,8866,7580,85.4952,14.3582,0,0.1466,1286,1273,0,13,0,3820,3283,962,832,4084,3465,17538.0,4130.0,17538.0,39491.199999997836,0.0,0.0,799.1865453867333,0.1802,0.0395,0.0733,0.1875,203.7729,175.0689,164.3,199.6657,187.113,188.43,174.6279,201.4249,172.9739,238390930015131500000,321281576839799870,26915539123307160,92591999196210150000,5143999955345008600,6966214339206454300,290258930800268930,138832716479714900000,198332452113878432,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,800,43651.4769,5.1634,7745.3884,0.8214,8171.0552,0.8666,10126,8454,83.4881,16.1268,0,0.3851,1672,1633,0,39,0,4037,3384,1093,910,4996,4160,19840.0,4443.0,19840.0,52143.95000000284,0.0,0.0,809.2393311320769,0.2466,0.0745,0.0946,0.255,204.2384,174.9853,164.1952,200.0718,187.519,189.347,175.5449,201.906,172.8751,265364729635565140000,315160011443664060,26273735607481696,101666045447476150000,5648113635970896900,8603937879870042100,358497411661251780,155094746308218950000,193868432885273696,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,900,57644.3198,6.0034,8928.6045,0.8452,16833.0712,1.5934,11384,9602,84.3465,15.1441,0,0.5095,1782,1724,0,58,0,4331,3684,1124,958,5929,4960,22320.0,4854.0,22320.0,58750.200000004355,0.0,0.0,813.5746507411266,0.2687,0.0867,0.1027,0.2767,204.7273,174.9868,164.1754,200.4818,187.9291,189.9664,176.1643,202.4385,172.8961,296982247460961500000,315267778620978240,26154315056007180,111732166646442700000,6207342591469039600,9923030554142780000,413459606422615810,175327050260376000000,194807833622640000,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,70457.9919,6.702,9482.6217,0.8081,26441.7861,2.2532,12650,10513,83.1067,16.332,0,0.5613,2137,2066,0,71,0,4503,3809,1171,990,6976,5714,24756.0,5018.0,24756.0,58140.85000000516,0.0,0.0,824.9607982803936,0.2478,0.0752,0.0876,0.2547,204.5154,174.3367,163.5069,200.1955,187.6428,189.706,175.9039,202.2761,172.2761,282840913310001100000,271440415844530816,22422777335500324,104604227506162090000,5811345972564560900,9345468184484400000,389394507686849980,168891217619354600000,168891217619354624,0,0,0,-1.0,[],[]
