Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,WEIGHT_GREEDY,990,59659.77,5.4714,7316.5432,0.6245,25649.8959,2.1895,12524,10904,87.0648,12.48,0,0.4551,1620,1563,0,57,0,2676,2248,1177,977,8671,7679,18551.0,2905.0,18551.0,43783.99999999978,0.0,0.0,883.0748169398446,0.256,0.0355,0.1118,0.2635,195.5908,165.454,154.6228,191.6156,179.0629,179.6197,165.8176,193.1824,163.226,36231095095575433000,35107650286410304,2899183411664834,14506530056034286000,805918336446349180,916167047954769790,38173626998115408,20808397991586378000,21018583829885232,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,66,2460.2874,3.4076,290.4113,0.3437,17.3348,0.0205,848,722,85.1415,14.6226,0,0.2358,126,124,0,2,0,497,425,193,159,158,138,1633.0,497.0,1633.0,2201.549999999971,0.0,0.0,895.8240729400552,0.0207,0,0.0084,0.0309,191.539,171.2048,162.2653,186.9049,174.3522,178.4252,164.6231,189.372,171.1766,14252922691748282000,131971506405076688,16847426349584258,4903370271147420700,272409459508190048,695858496316260860,28994104013177536,8653693924284601300,131116574610372752,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,132,5426.7432,3.6866,856.9075,0.5147,31.7204,0.0191,1694,1472,86.8949,12.8099,0,0.2952,222,217,0,5,0,800,690,366,312,528,470,3264.0,803.0,3264.0,6319.000000000213,0.0,0.0,864.1260137989617,0.0961,0.0005,0.0201,0.123,195.7666,173.3612,163.4904,191.2519,178.6992,183.2053,169.4032,193.4821,172.2764,37728099929936840000,216828160516878368,22337536962662428,13340990918806852000,741166162155936260,2091869466032943100,87161227751372624,22295239545097044000,168903329887098816,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,198,8405.7123,3.8754,1567.4499,0.6429,44.1672,0.0181,2524,2171,86.0143,13.4707,0,0.5151,353,340,0,13,0,1080,938,454,395,990,838,4889.0,1108.0,4889.0,11534.899999999936,0.0,0.0,830.6439593567314,0.1684,0.0779,0.0178,0.1949,197.6184,173.8163,163.6199,193.2103,180.6576,184.4262,170.624,195.3243,172.3577,57788397171321350000,240784988213838944,23014096842421884,20942803503931500000,1163489083551749890,2770866928743111200,115452788697629632,34074726738646737000,172094579488114848,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,264,11290.5071,3.9135,2155.3217,0.6652,57.272,0.0177,3356,2885,85.9654,13.6472,0,0.3874,471,458,0,13,0,1300,1127,497,433,1559,1325,6514.0,1326.0,6514.0,14632.049999999672,0.0,0.0,840.3707373821071,0.174,0.0079,0.0375,0.1977,198.8192,173.962,163.574,194.2988,181.7461,186.3145,172.5124,196.5327,172.3167,76194176794899970000,249000577761111008,22771720500567832,26907974878843950000,1494887493269108220,4280051613560727000,178335483898363616,45006150302495300000,170477842054906432,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,330,13852.6934,3.9388,2969.2504,0.7364,68.1693,0.0169,4180,3517,84.1388,15.5263,0,0.3349,663,649,0,14,0,1514,1294,576,485,2090,1738,8144.0,1582.0,8144.0,19512.29999999894,0.0,0.0,831.1906900865087,0.2063,0.0043,0.0444,0.229,199.2077,173.5023,163.0074,194.3505,181.7978,186.7729,172.9708,197.1043,171.9192,83323852702352720000,223988851350410528,19986532190537952,27230102558242490000,1512783475457915900,4756537579462061100,198189065810919200,51337212564648165000,155567310801964128,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,396,17615.5312,4.031,3526.2303,0.7217,80.9147,0.0166,5026,4370,86.9479,12.7736,0,0.2786,656,642,0,14,0,1595,1392,661,573,2770,2405,9842.0,1705.0,9842.0,21653.149999998037,0.0,0.0,838.4776477366668,0.2286,0.0011,0.049,0.2499,199.7706,173.3558,162.7661,195.1617,182.609,186.6767,172.8746,197.5876,171.6106,94854713269438280000,216563272304653600,18906660009854152,32822639400556910000,1823479966697606140,4652298284169769000,193845761840407040,57379775584711614000,144898423193716192,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,462,20244.7862,4.0587,4327.0871,0.7646,98.6129,0.0174,5846,4988,85.3233,14.3346,0,0.3421,858,838,0,20,0,1828,1573,672,580,3346,2835,11529.0,1980.0,11529.0,27647.29999999695,0.0,0.0,839.4698969521949,0.2418,0.0081,0.0548,0.2606,200.8343,173.81,163.1791,196.4441,183.8914,186.9176,173.1155,198.5832,171.9368,121179176981821160000,240434874963930880,20792583558994708,44096990351509250000,2449832797306069500,4917637971438522400,204901582143271776,72164548658873390000,156200321772453216,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,528,24420.6923,4.1982,5471.7328,0.8404,109.9042,0.0169,6702,5817,86.795,12.9215,0,0.2835,885,866,0,19,0,1779,1567,710,610,4213,3640,13258.0,1960.0,13258.0,34343.49999999651,0.0,0.0,860.3297801636367,0.3084,0.0022,0.0639,0.33,201.0734,173.5146,162.8204,196.4614,183.9086,187.9396,174.1375,198.8954,171.669,128037072300090690000,224626442631738048,19144299087932220,44272736768993610000,2459596487166311400,6222474797351643100,259269783222985120,77541860733745430000,146859584723002720,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,594,27169.537,4.1525,5786.0172,0.7934,261.2445,0.0358,7522,6543,86.9848,12.6828,0,0.3324,979,954,0,25,0,1996,1766,768,671,4758,4106,14918.0,2222.0,14918.0,33983.94999999573,0.0,0.0,851.292616905134,0.2725,0.0033,0.0634,0.2891,200.7928,172.7583,162.0399,195.9021,183.3494,187.629,173.8269,198.7686,171.0308,120027926097819040000,188723154241853824,15995192710263732,38923357934887620000,2162408774160423170,5792926007380910100,241371916974204576,75311642155550520000,126787276356145664,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,660,29550.6508,4.2203,6201.0306,0.7783,1112.1714,0.1396,8346,7002,83.8965,15.7081,0,0.3954,1344,1311,0,33,0,2001,1742,768,670,5577,4590,16388.0,2188.0,16388.0,35735.04999999624,0.0,0.0,867.4252480790669,0.2763,0.0006,0.067,0.2914,201.1202,172.6568,161.9179,196.3498,183.7971,188.1869,174.3848,199.014,170.8186,129426087683373300000,184367646272611552,15552281625014816,43149746189690405000,2397208121649466900,6587089136457148400,274462047352381184,79689252357225740000,120741291450342032,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,726,36937.7766,4.7435,7583.8221,0.8707,4135.3271,0.4748,9218,7787,84.476,15.166,0,0.358,1431,1398,0,33,0,2126,1879,768,656,6324,5252,18126.0,2447.0,18126.0,44167.14999999935,0.0,0.0,866.436938635482,0.3507,0.0617,0.074,0.3671,201.7856,172.9319,162.1515,196.9593,184.4065,188.1741,174.372,199.7605,171.1512,150853744604742520000,196424146620758496,16411416950037262,49650833177154580000,2758379620953032200,6567700596387661800,273654191516152576,94635210831200290000,130351530070523808,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,792,42123.3062,5.0423,7585.2886,0.8136,7494.9003,0.8039,10030,8354,83.2901,16.1316,0,0.5783,1676,1618,0,58,0,2117,1803,796,677,7117,5874,19395.0,2295.0,19395.0,41452.24999999877,0.0,0.0,889.5724891770711,0.329,0.0227,0.0509,0.3443,201.2391,172.0274,161.2439,196.3968,183.8441,187.4831,173.681,199.2323,170.245,133018002554800650000,159494007859473216,13316448348663596,43619924968676550000,2423329164926474800,5601609424474333200,233400392686430560,83796468161649770000,105803621416224464,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,858,52207.3115,5.7207,9448.03,0.9331,12877.4797,1.2718,10870,9126,83.9558,15.4922,0,0.552,1744,1684,0,60,0,2277,1947,864,728,7729,6451,21054.0,2483.0,21054.0,55162.200000002806,0.0,0.0,887.7044731633663,0.4369,0.1984,0.1098,0.4511,202.3246,172.7822,161.9719,197.5259,184.9732,187.8609,174.0588,200.3386,171.0037,170789236808584400000,189765818676204896,15746748737652996,56570721781334245000,3142817876740791300,6110650687129993200,254610445297083040,108107864340120140000,125999841888251920,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,924,58914.772,6.0837,9182.4974,0.8463,18189.5358,1.6765,11736,9684,82.5153,17.0501,0,0.4346,2052,2001,0,51,0,2398,2006,864,704,8474,6974,22883.0,2789.0,22883.0,51547.15000000316,0.0,0.0,878.379252047622,0.3468,0.0316,0.0874,0.3597,201.9682,172.1184,161.2815,197.0928,184.5401,188.1658,174.3636,199.9815,170.3248,157331535795918440000,162869084674863808,13432215128141248,51201011821793010000,2844500656766278100,6555049775643226100,273127073985134432,99575474198482200000,107765664716972080,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,990,69148.0714,6.6894,10743.6543,0.9294,24714.479,2.1379,12526,10338,82.5323,16.8529,0,0.6147,2188,2111,0,77,0,2358,1960,864,755,9304,7623,24479.0,2857.0,24479.0,58544.00000000499,0.0,0.0,884.0032820586199,0.3475,0.0668,0.0645,0.3594,202.3719,172.2351,161.4049,197.382,184.8293,187.6122,173.8101,200.4984,170.5421,172659724067159050000,167305934173603744,13819411242769254,54727413822849384000,3040411879047188000,5770584713931169800,240441029747132064,112161725530378500000,113294672252907584,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,66,2832.9165,3.6413,348.9855,0.4111,19.2607,0.0227,850,778,91.5294,8.3529,0,0.1176,72,71,0,1,0,571,516,238,221,41,41,1681.0,571.0,1681.0,5192.100000000066,0.0,0.0,888.1822113374755,0.0323,0,0.026,0.0434,196.4802,176.1459,167.1911,192.4708,179.9181,183.9675,170.1654,193.8575,175.6621,44464986421237790000,411712837233683260,52373364453754760,17663747108647807000,981319283813767040,2493173241731826200,103882218405492752,24308066070858162000,368304031376638850,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,132,5499.7357,3.6985,644.9311,0.3899,35.3551,0.0214,1680,1487,88.5119,11.25,0,0.2381,193,189,0,4,0,1034,917,480,422,166,148,3308.0,1042.0,3308.0,8514.90000000022,0.0,0.0,799.031529344087,0.0407,0,0.0387,0.0466,198.0646,175.6591,165.8218,193.991,181.4383,185.9042,172.102,195.4506,174.2448,64040968754073110000,368051544563638530,38210601881905192,25066956839277640000,1392608713293202430,3894180511908100600,162257521329504192,35079831402887370000,265756298506722496,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,198,8692.9179,3.8211,1136.5347,0.4596,52.1898,0.0211,2528,2275,89.9921,9.8892,0,0.1187,253,250,0,3,0,1440,1292,705,641,383,342,5011.0,1492.0,5011.0,14342.699999999724,0.0,0.0,763.5918271707611,0.0661,0.0263,0.071,0.0692,200.5545,176.7524,166.5301,196.3618,183.8091,189.0963,175.2941,197.9398,174.9732,113618036763218700000,473408486513411260,44979428647354992,43269133455245090000,2403840747513616400,8121292031183600600,338387167965983360,62227611276790006000,314280865034292930,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,264,11261.195,3.7764,1403.7353,0.425,67.9925,0.0206,3374,2982,88.3817,11.3811,0,0.2371,392,384,0,8,0,1864,1651,875,784,635,547,6718.0,1971.0,6718.0,15699.499999999432,0.0,0.0,757.6243574210695,0.0777,0.0021,0.0687,0.0837,200.6359,175.7787,165.3648,196.3157,183.763,189.0879,175.2858,198.1191,173.9031,115769048807964300000,378330224862628420,34393656805693492,42812921564613750000,2378495642478541300,8105688311696118800,337737012987338300,64850438931654430000,245645602013842528,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,330,13697.4252,3.787,1827.4376,0.4499,80.8515,0.0199,4172,3617,86.697,13.1352,0,0.1678,555,548,0,7,0,2126,1853,1056,913,990,851,8281.0,2249.0,8281.0,17644.749999999123,0.0,0.0,747.7797227789817,0.0946,0.0755,0.0763,0.0969,200.8315,175.1261,164.6353,196.4655,183.9128,188.6906,174.8885,198.4129,173.2278,121101463105931350000,325541567489062780,29075981538038740,44314978918778585000,2461943273265477100,7397096176337986600,308212340680749440,69389388010814775000,210270872760044768,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,396,17736.5523,3.9795,2732.3449,0.5565,94.6278,0.0193,5036,4457,88.5028,11.2391,0,0.2581,579,566,0,13,0,2483,2202,1164,1029,1389,1226,10202.0,2831.0,10202.0,28452.249999997373,0.0,0.0,737.7439369653689,0.1477,0.0429,0.1116,0.1547,202.6294,176.2147,165.6198,198.4758,185.923,190.1887,176.3866,200.1014,174.1245,183207513972992100000,418281995372128130,36473723665736040,70400779195418650000,3911154399745480700,10444043925928739000,435168496913697470,102362690851644750000,258491643564759488,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,462,19826.0576,3.8662,2630.2734,0.4603,106.7261,0.0187,5862,5130,87.5128,12.2313,0,0.2559,732,717,0,15,0,2626,2305,1341,1180,1895,1645,11775.0,2907.0,11775.0,23939.4999999971,0.0,0.0,754.6988656710054,0.1097,0.019,0.0848,0.1146,202.1351,175.1108,164.4643,197.9851,185.4323,188.9896,175.1875,199.6705,173.0241,163498181886116230000,324401154535944900,27953185482324540,62879215722776986000,3493289762376499200,7924272601540445200,330178025064185220,92694693561798790000,200637864852378336,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,528,22743.5185,3.9145,3489.5349,0.5351,121.4223,0.0186,6706,5810,86.6388,12.9585,0,0.4026,896,869,0,27,0,3034,2651,1450,1254,2222,1905,13516.0,3393.0,13516.0,33488.94999999602,0.0,0.0,745.867793953937,0.1551,0.0822,0.1266,0.1588,202.8717,175.313,164.6214,198.5987,186.0459,190.3163,176.5142,200.4353,173.209,193719928609532580000,339859523876372930,28982634441880996,72421174992815720000,4023398610711984100,10755463459456025000,448144310810667710,110543290157260830000,209362291964509152,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,594,26368.2082,4.0092,4105.2367,0.5594,326.21,0.0445,7548,6577,87.1357,12.5464,0,0.318,971,947,0,24,0,3184,2797,1546,1330,2818,2450,15250.0,3626.0,15250.0,37069.24999999741,0.0,0.0,753.2490135485609,0.1886,0.0919,0.1445,0.1933,203.0326,174.998,164.2658,198.7338,186.181,190.5952,176.7931,200.6013,172.8635,201028526678457680000,316082589117071810,26704108219773868,74709485323372600000,4150526962409588700,11468789784921018000,477866241038375740,114850251570164070000,193350591868963072,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,660,29584.2038,4.1255,4482.7728,0.558,1104.0676,0.1374,8356,7172,85.8305,13.8942,0,0.2753,1184,1161,0,23,0,3456,2946,1642,1397,3258,2829,16971.0,4141.0,16971.0,39361.24999999798,0.0,0.0,748.2158637026232,0.1899,0.0571,0.1281,0.1958,203.342,174.8786,164.1335,198.9341,186.3814,191.0022,177.2001,200.9705,172.7751,215874212641692580000,307513123421214530,25902833290339884,78237379280638480000,4346521071146582000,12595625464479072000,524817727686628030,125041207896575050000,189456375600871296,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,726,34541.8926,4.4593,5186.0252,0.5958,3636.9927,0.4179,9216,7746,84.0495,15.6141,0,0.3364,1470,1439,0,31,0,3624,3087,1740,1462,3852,3197,18546.0,4306.0,18546.0,45792.45000000015,0.0,0.0,768.5555098128981,0.2192,0.1024,0.1738,0.2236,203.9907,175.1371,164.3557,199.7533,187.2006,191.0613,177.2591,201.5657,172.9563,250651371511546900000,326368973322326720,27262494182243520,94477511059458030000,5248750614414335000,12768069997434239000,532002916559759940,143405790454654630000,197528636989882400,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,792,41674.0222,4.9406,5509.2075,0.589,8028.8969,0.8583,10028,8435,84.1145,15.5166,0,0.369,1593,1556,0,37,0,3759,3169,1834,1559,4435,3707,19854.0,4318.0,19854.0,46313.35000000024,0.0,0.0,773.4160555180382,0.2321,0.084,0.1509,0.2379,203.7654,174.5538,163.7633,199.3015,186.7488,191.3683,177.5661,201.4344,172.4471,237981330445577420000,285349317081028096,23786239924595444,85143394076579500000,4730188559809972200,13703310776128287000,570971282338678590,139134625592869630000,175675032314229344,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,858,51069.7629,5.5038,6347.9654,0.623,13012.0871,1.2769,10888,9280,85.2314,14.1991,0,0.5694,1608,1546,0,62,0,4032,3450,1873,1602,4983,4228,21938.0,4963.0,21938.0,54830.40000000254,0.0,0.0,767.1182315456623,0.2895,0.2573,0.2619,0.2909,204.4586,174.9162,164.0995,199.9988,187.4461,192.3371,178.535,202.0968,172.7619,279163243958367400000,310181382175963780,25700906274937156,99972715892115390000,5554039771784187900,17128231641525797000,713676318396908160,162062296424726200000,188883795366813760,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,924,58706.1887,5.9825,6921.8549,0.6348,18551.0567,1.7013,11734,9813,83.6288,15.8002,0,0.571,1921,1854,0,67,0,4248,3546,2030,1727,5456,4540,23609.0,5283.0,23609.0,60825.20000000528,0.0,0.0,770.2508264338436,0.2705,0.107,0.215,0.2751,204.6366,174.7869,163.9544,200.261,187.7083,192.12,178.3179,202.2624,172.6057,290846526335418140000,301083360595670980,24856552972858572,106193613650968070000,5899645202831559700,16293006696108570000,678875279004523780,168359905988341500000,182207690463573056,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,990,67023.9201,6.4193,7468.2688,0.6452,23877.0745,2.0626,12524,10441,83.3679,15.9055,0,0.7266,2083,1992,0,91,0,4320,3578,2116,1768,6088,5095,25529.0,5814.0,25529.0,64365.600000005084,0.0,0.0,777.6503407017591,0.2452,0.1236,0.1891,0.2487,204.8622,174.7254,163.8948,200.3984,187.8457,192.4738,178.6717,202.5302,172.5738,306350876222289300000,296851624246404350,24517877248682616,109607931120568660000,6089329506698259500,17675944656609034000,736497694025376380,179067000445111600000,180875758025365248,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,66,2572.4192,3.4857,406.9309,0.485,17.4208,0.0208,850,738,86.8235,12.9412,0,0.2353,112,110,0,2,0,380,323,232,201,238,214,1595.0,380.0,1595.0,3210.950000000018,0.0,0.0,921.0474160322436,0.0801,0.0309,0.0183,0.116,191.8125,171.4782,162.5234,186.7859,174.2332,181.3833,167.5812,189.5584,171.363,15179093205819838000,140547159313146656,17878790584004522,4770795819027274800,265044212168181920,1375087556760734980,57295314865030624,9033209830031828000,136866815606542848,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,132,5594.0521,3.8713,1184.8031,0.7172,29.1426,0.0176,1688,1445,85.6043,14.0403,0,0.3555,243,237,0,6,0,578,488,511,435,599,522,3232.0,578.0,3232.0,8781.150000000205,0.0,0.0,925.9858785878598,0.1818,0,0.0425,0.2319,195.9182,173.5127,163.6599,190.9311,178.3783,185.8762,172.0741,193.5808,172.375,39067699985013020000,224527011408120832,23226932214633188,12390976499005446000,688387583278080380,3869231688736707100,161217987030696128,22807491797270870000,172784028767203552,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,198,8319.9381,3.813,1610.3357,0.6562,41.8263,0.017,2528,2182,86.3133,13.4098,0,0.2769,346,339,0,7,0,715,625,695,605,1118,952,4837.0,718.0,4837.0,10346.60000000013,0.0,0.0,909.224473181503,0.1527,0,0.0473,0.1794,197.5076,173.7055,163.4919,192.4652,179.9124,187.3199,173.5178,195.2241,172.2574,56333045170153210000,234721021542305056,22345515735879892,17640724454187766000,980040247454875900,5395038587125475300,224793274463561472,33297282128839967000,168168091559797824,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,264,11365.0562,3.9822,2355.0539,0.7291,56.0043,0.0173,3342,2854,85.398,14.4225,0,0.1795,488,482,0,6,0,862,728,870,757,1610,1369,6497.0,873.0,6497.0,16096.349999999637,0.0,0.0,915.5140100413893,0.2419,0.03,0.0677,0.2722,198.2504,173.3932,163.0169,192.9785,180.4258,188.1493,174.3472,196.0699,171.8539,66841301384661000000,218435625440068640,20030357022673360,19853982213391897000,1102999011855105410,6530284327706594300,272095180321108096,40457034843562510000,153246344104403456,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,330,14875.7151,4.0666,3052.5079,0.7507,75.2516,0.0185,4180,3658,87.512,12.201,0,0.2871,522,510,0,12,0,896,781,926,818,2358,2059,8128.0,900.0,8128.0,17870.44999999911,0.0,0.0,926.4751287484061,0.22,0.0388,0.0668,0.241,198.4013,172.6959,162.201,192.8671,180.3143,188.0677,174.2656,196.3793,171.1942,69203772890977485000,186031647556391104,16599609712395654,19351141107211170000,1075063394845064960,6408677290651008000,267028220443792000,43443954493115300000,131648346948834256,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,396,17217.9937,4.057,4017.6463,0.8258,79.0011,0.0162,5040,4244,84.2063,15.5357,0,0.2579,796,783,0,13,0,1034,883,1032,879,2974,2482,9800.0,1039.0,9800.0,21852.699999998087,0.0,0.0,926.7066561731074,0.215,0.0016,0.0702,0.2335,198.9394,172.5246,161.9211,193.4326,180.8799,188.9224,175.1202,196.8562,170.8793,78331719109581440000,178839541346076352,15563623904148906,22042666209123647000,1224592567173536000,7802539282151166000,325105803422965250,48486513618306630000,122440690955319776,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,462,21180.0315,4.1866,5024.4793,0.8846,90.4723,0.0159,5864,5059,86.2722,13.4038,0,0.324,805,786,0,19,0,1085,937,1098,941,3681,3181,11438.0,1091.0,11438.0,25291.099999997055,0.0,0.0,934.3568313499749,0.24,0.0011,0.0689,0.2582,199.1372,172.1129,161.4672,193.5397,180.987,188.5778,174.7757,197.1753,170.5289,81983170882357950000,162665021591980064,14019010068802660,22592826860726390000,1255157047818132740,7207440557524923400,300310023230205120,52182903464106640000,112950007498066320,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,528,24568.8232,4.261,6050.5171,0.9352,105.0905,0.0162,6696,5766,86.1111,13.4558,0,0.4331,930,901,0,29,0,1202,1070,1177,1038,4317,3658,13070.0,1210.0,13070.0,31442.949999996035,0.0,0.0,930.1660739683805,0.2664,0.0017,0.0912,0.2834,199.7598,172.2011,161.5166,193.7619,181.2091,189.6465,175.8444,197.8975,170.6711,94620325181259150000,166000570493437120,14179578177919850,23778539800641688000,1321029988924538110,9218212602629708800,384092191776237890,61623572777987760000,116711312079522272,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,594,27972.5034,4.349,7250.4432,0.9979,346.2445,0.0477,7532,6433,85.4089,14.2459,0,0.3452,1099,1073,0,26,0,1316,1147,1172,1023,5044,4263,14720.0,1333.0,14720.0,35413.349999996506,0.0,0.0,932.7944607417484,0.2916,0.0028,0.0911,0.3084,200.2877,172.2531,161.5301,194.507,181.9543,189.7352,175.933,198.4018,170.6639,106849025636200430000,168001612635535264,14223778705564488,28229175874904326000,1568287548605795840,9408402017728096000,392016750738670660,69211447743568010000,116517588793885536,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,660,31448.3646,4.4412,7696.6189,0.9646,1264.2318,0.1584,8350,7082,84.8144,14.8862,0,0.2994,1268,1243,0,25,0,1392,1211,1271,1058,5687,4813,16251.0,1405.0,16251.0,37814.399999997586,0.0,0.0,931.6151183427658,0.2756,0.0017,0.0929,0.2897,200.5951,172.1318,161.3882,194.9784,182.4257,189.5858,175.7837,198.7,170.5045,114686943282792250000,163371714078051648,13766287754506332,31466188994383643000,1748121610799091200,9090358227391302700,378764926141304260,74130396061017310000,112318781910632288,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,726,36243.1774,4.7877,8890.2559,1.0296,3525.2054,0.4082,9216,7570,82.1398,17.513,0,0.3472,1646,1614,0,32,0,1340,1121,1505,1269,6371,5180,17752.0,1349.0,17752.0,44917.699999999786,0.0,0.0,936.4924833419934,0.3425,0.0294,0.1387,0.357,200.7675,171.9139,161.1334,194.2934,181.7407,191.0356,177.2335,199.018,170.4087,119330520714887380000,155378282180842944,12981997466806722,26874358972857483000,1493019942936526850,12692920931604451000,528871705483518780,79763240810425450000,109866722879373904,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,792,42802.7268,5.2192,9357.6803,1.0095,7559.7121,0.8155,10038,8202,81.7095,17.902,0,0.3885,1836,1797,0,39,0,1420,1195,1493,1269,7125,5738,19257.0,1432.0,19257.0,42984.14999999878,0.0,0.0,939.9386596352551,0.2817,0.0412,0.1206,0.2921,200.7307,171.519,160.7246,194.2207,181.668,190.9034,177.1013,199.0082,170.0209,118323340790263510000,141874509340843536,11815791970267976,26428646414118850000,1468258134117713920,12312410287078195000,513017095294924800,79582284089066470000,100482681930639488,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,858,52393.2813,5.8286,10646.2153,1.059,12619.8995,1.2553,10876,8990,82.6591,16.9456,0,0.3954,1886,1843,0,43,0,1408,1235,1503,1236,7965,6519,20889.0,1432.0,20889.0,52190.80000000357,0.0,0.0,944.073930746357,0.3653,0.0439,0.1901,0.377,201.495,171.9526,161.1379,195.2886,182.7359,191.4113,177.6092,199.7061,170.3712,141091738759575010000,156768598621750016,12995462720786130,33795518648481473000,1877528813804526340,13839810958547976000,576658789939499010,93456409152545570000,108923553790845648,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,924,60700.3618,6.3328,11565.4765,1.072,18484.9851,1.7133,11728,9585,81.7275,17.7268,0,0.5457,2143,2079,0,64,0,1466,1213,1580,1313,8682,7059,22485.0,1486.0,22485.0,56576.550000004376,0.0,0.0,943.9881110098001,0.3424,0.0345,0.1748,0.3527,201.7502,171.9005,161.0691,195.0997,182.5469,191.9208,178.1187,200.0737,170.417,149631444465222250000,154897975636876032,12791198877177488,32356799211834597000,1797599956213033220,15562389718690939000,648432904945455740,101712255534696710000,110078198630624144,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,990,70831.8401,6.8675,12893.9172,1.1137,24768.1869,2.1392,12526,10315,82.3487,17.0286,0,0.6227,2211,2133,0,78,0,1492,1268,1659,1382,9375,7665,24098.0,1527.0,24098.0,60679.1000000062,0.0,0.0,947.1541806033794,0.3325,0.091,0.1533,0.3412,202.214,172.0772,161.2477,196.0916,183.5389,192.0102,178.208,200.4119,170.4556,166494363068579900000,161331747159476640,13328079016056668,40659111668494655000,2258839537138592000,15886050969789110000,661918790407879550,109949200430296140000,111059798414440544,0,0,0,-1.0,[],[]
